#mdot_ref(kg/s), T0 ratio, P0 ratio		
10.55028375	1.068519008	1.210453952
10.54743366	1.068558297	1.210681035
10.5265642	1.068532365	1.21072001
10.54056709	1.068554906	1.210876663
10.53225492	1.068622414	1.212341445
10.52059919	1.068581486	1.212024862
10.51250485	1.069039723	1.212637371
10.50355709	1.068895068	1.212775584
10.49797497	1.069024843	1.213608952
10.51550705	1.069037532	1.213124031
10.5020042	1.068825929	1.21371333
10.49191763	1.068991295	1.215095944
10.47588418	1.069153845	1.214521887
10.48375557	1.069077999	1.214323669
10.47836222	1.06940264	1.215370932
10.47843951	1.069170139	1.215273449
10.46355384	1.069240913	1.215438604
10.45631264	1.069352273	1.216327636
10.44488778	1.069514785	1.217111619
10.4581924	1.069507082	1.216397739
10.45107807	1.069772398	1.216061295
10.42238805	1.069631958	1.21725439
10.44162267	1.069759795	1.216750242
10.43130054	1.069642001	1.21722572
10.41036495	1.069546943	1.217441396
10.41905258	1.069731474	1.217772552
10.43188241	1.06982674	1.217618515
10.42140115	1.069695558	1.217548062
10.41561707	1.06980027	1.217795828
10.40954302	1.069714745	1.218672365
10.41479564	1.069870401	1.218892428
10.40199814	1.069901752	1.218963086
10.39376047	1.070073543	1.218982928
10.38489335	1.070003003	1.219742594
10.37631332	1.070302084	1.219809639
10.38621781	1.070075458	1.219734299
10.3856431	1.070160479	1.219589556
10.37966179	1.070205704	1.220560697
10.3795998	1.070259677	1.220589943
10.36727402	1.070389651	1.220545569
10.35801514	1.070595211	1.2208532
10.36003768	1.070389187	1.221309942
10.36234453	1.070684158	1.222045786
10.34463492	1.070542904	1.221899411
10.34081779	1.070838508	1.222466889
10.33777757	1.070802339	1.223218656
10.32242223	1.071104483	1.2232485
10.30721935	1.070970429	1.223519391
10.30057968	1.071287176	1.223854017
10.29763034	1.070866757	1.225244942
10.29088943	1.071108481	1.224870305
10.28937082	1.071132875	1.224431367
10.28094733	1.071307976	1.225223994
10.28656233	1.071330934	1.225774075
10.26804526	1.071503655	1.226231838
10.26534365	1.071144534	1.226294444
10.25545969	1.071379454	1.226293459
10.26546034	1.071193331	1.226722245
10.24861681	1.071485793	1.227343899
10.23843373	1.071575575	1.226799022
10.24156118	1.071768769	1.227771443
10.2439604	1.071572714	1.228398835
10.22443436	1.071768653	1.227964669
10.21289479	1.07147892	1.228105916
10.21858794	1.071906126	1.22844747
10.1995637	1.071969246	1.22921517
10.18042293	1.072121743	1.230155775
10.17837449	1.072139729	1.229685804
10.17359894	1.072244073	1.230414687
10.16195516	1.072026913	1.230722546
10.1579187	1.07233319	1.231194705
10.13634191	1.072199367	1.232029008
10.1392643	1.072562753	1.232302894
10.15589092	1.072501274	1.231940554
10.14100601	1.072587269	1.232345038
10.11729257	1.072560921	1.233079158
10.10949919	1.072749231	1.233033902
10.10855669	1.072492242	1.233279479
10.10723309	1.072898883	1.233425974
10.09719444	1.072928002	1.234413852
10.09713307	1.072938466	1.234700484
10.07663076	1.073044411	1.235268302
10.07281606	1.073206291	1.235723322
10.07444751	1.073107766	1.235612513
10.05856203	1.073554241	1.235908234
10.04926102	1.073373617	1.236624949
10.02400929	1.073547083	1.237380483
10.03068154	1.073581095	1.23704784
10.03775193	1.073632424	1.238095793
9.997488823	1.073588438	1.238566539
9.986864652	1.073934683	1.239120141
9.988169639	1.073975012	1.240304153
9.974162477	1.074359173	1.239680714
9.942390092	1.074421726	1.24058771
9.947825875	1.074332933	1.241213252
9.91905215	1.074578527	1.242420592
9.890516002	1.074695066	1.243146436
9.884940031	1.074953347	1.243721271
9.856511291	1.075272065	1.244579902
9.869430473	1.075321084	1.245143399
9.84480217	1.075415483	1.24560239
9.829892571	1.07562671	1.246736544
9.809052116	1.075613106	1.247662508
9.791287644	1.075742135	1.248638025
9.779826995	1.076191401	1.248395826
9.755803003	1.076242722	1.24961661
9.751295115	1.076408297	1.249696444
9.738988889	1.076583685	1.250497803
9.709396421	1.076675584	1.250876118
9.681966217	1.07687154	1.251921626
9.674874285	1.077018687	1.253064724
9.656636461	1.077137267	1.253220016
9.634181128	1.077538419	1.254016221
9.61882918	1.077592225	1.254718376
9.608418947	1.077712253	1.25560333
9.574656125	1.077932282	1.256443952
9.543653225	1.077910536	1.256423085
9.545461855	1.078375867	1.256957286
9.526905075	1.07865904	1.258442704
9.492349414	1.078821246	1.260175879
9.476704877	1.078938896	1.259922081
9.468499817	1.079278922	1.260785346
9.438085904	1.079126606	1.2616592
9.410395443	1.079554969	1.262135987
9.374503718	1.079594395	1.262933291
9.383322237	1.07975961	1.263832466
9.35478089	1.079971512	1.264258821
9.32391436	1.080041617	1.265471673
9.275782871	1.080158231	1.266464155
9.259602943	1.080635153	1.266693581
9.213002018	1.080742081	1.268200167
9.166633804	1.081283176	1.269157695
9.144796745	1.081408091	1.269156549
9.117519014	1.08155984	1.271191251
9.080686437	1.081562695	1.271223198
9.038655467	1.082079432	1.272217903
9.005166855	1.082022913	1.273317281
8.975223927	1.082596762	1.273895308
